Entity,Code,Year,Sugar beet | 00000157 || Production | 005510 || tonnes
Chile,CHL,1987,2649508
Chile,CHL,1988,2487239
Chile,CHL,1989,2809656
Chile,CHL,1990,2326479
Chile,CHL,1991,2149820
Chile,CHL,1992,3588470
Chile,CHL,1993,3410700
Chile,CHL,1994,3547110
Chile,CHL,1995,3744000
Chile,CHL,1996,3109000
Chile,CHL,1997,2707000
Chile,CHL,1998,3085000
Chile,CHL,1999,3047190
Chile,CHL,2000,3092470
Chile,CHL,2001,3232382
Chile,CHL,2002,3554788
Chile,CHL,2003,2177872
Chile,CHL,2004,2278303
Chile,CHL,2005,2597771
Chile,CHL,2006,2199783
Chile,CHL,2007,1634437
Chile,CHL,2008,1208496
Chile,CHL,2009,1042417
Chile,CHL,2010,1420268
Chile,CHL,2011,1951066
Chile,CHL,2012,1824001
Chile,CHL,2013,1885621
Chile,CHL,2014,1732032
Chile,CHL,2015,2069874
Chile,CHL,2016,1646681
Chile,CHL,2017,1770497
Chile,CHL,2018,2374496
Chile,CHL,2019,1313368
Chile,CHL,2020,1259048
China,CHN,1961,796700
China,CHN,1962,339000
China,CHN,1963,519400
China,CHN,1964,1304000
China,CHN,1965,1984000
China,CHN,1966,2627000
China,CHN,1967,2601000
China,CHN,1968,2154700
China,CHN,1969,2386300
China,CHN,1970,2102800
China,CHN,1971,2125100
China,CHN,1972,2322400
China,CHN,1973,2678500
China,CHN,1974,2288500
China,CHN,1975,2476400
China,CHN,1976,2932000
China,CHN,1977,2456000
China,CHN,1978,2702000
China,CHN,1979,3106000
China,CHN,1980,6305000
China,CHN,1981,6360000
China,CHN,1982,6712000
China,CHN,1983,9181600
China,CHN,1984,8284000
China,CHN,1985,8918612
China,CHN,1986,8306000
China,CHN,1987,8140000
China,CHN,1988,12810369
China,CHN,1989,9243277
China,CHN,1990,14524513
China,CHN,1991,16289400
China,CHN,1992,15069100
China,CHN,1993,12048200
China,CHN,1994,12525600
China,CHN,1995,13984000
China,CHN,1996,15415500
China,CHN,1997,14967900
China,CHN,1998,14466100
China,CHN,1999,8638600
China,CHN,2000,8073500
China,CHN,2001,10888600
China,CHN,2002,12819900
China,CHN,2003,6181700
China,CHN,2004,5857100
China,CHN,2005,7881100
China,CHN,2006,7507500
China,CHN,2007,8931200
China,CHN,2008,10043800
China,CHN,2009,7179000
China,CHN,2010,9296200
China,CHN,2011,10730800
China,CHN,2012,11740400
China,CHN,2013,9259800
China,CHN,2014,8000400
China,CHN,2015,5088000
China,CHN,2016,8545000
China,CHN,2017,9384100
China,CHN,2018,11276600
China,CHN,2019,12272900
China,CHN,2020,11597764
China (FAO),,1961,796700
China (FAO),,1962,339000
China (FAO),,1963,519400
China (FAO),,1964,1304000
China (FAO),,1965,1984000
China (FAO),,1966,2627000
China (FAO),,1967,2601000
China (FAO),,1968,2154700
China (FAO),,1969,2386300
China (FAO),,1970,2102800
China (FAO),,1971,2125100
China (FAO),,1972,2322400
China (FAO),,1973,2678500
China (FAO),,1974,2288500
China (FAO),,1975,2476400
China (FAO),,1976,2932000
China (FAO),,1977,2456000
China (FAO),,1978,2702000
China (FAO),,1979,3106000
China (FAO),,1980,6305000
China (FAO),,1981,6360000
China (FAO),,1982,6712000
China (FAO),,1983,9181600
China (FAO),,1984,8284000
China (FAO),,1985,8918612
China (FAO),,1986,8306000
China (FAO),,1987,8140000
China (FAO),,1988,12810369
China (FAO),,1989,9243277
China (FAO),,1990,14524513
China (FAO),,1991,16289400
China (FAO),,1992,15069100
China (FAO),,1993,12048200
China (FAO),,1994,12525600
China (FAO),,1995,13984000
China (FAO),,1996,15415500
China (FAO),,1997,14967900
China (FAO),,1998,14466100
China (FAO),,1999,8638600
China (FAO),,2000,8073500
China (FAO),,2001,10888600
China (FAO),,2002,12819900
China (FAO),,2003,6181700
China (FAO),,2004,5857100
China (FAO),,2005,7881100
China (FAO),,2006,7507500
China (FAO),,2007,8931200
China (FAO),,2008,10043800
China (FAO),,2009,7179000
China (FAO),,2010,9296200
China (FAO),,2011,10730800
China (FAO),,2012,11740400
China (FAO),,2013,9259800
China (FAO),,2014,8000400
China (FAO),,2015,5088000
China (FAO),,2016,8545000
China (FAO),,2017,9384100
China (FAO),,2018,11276600
China (FAO),,2019,12272900
China (FAO),,2020,11597764
Colombia,COL,1997,13668
Colombia,COL,1998,14942
Colombia,COL,1999,14676
Colombia,COL,2000,12330
Colombia,COL,2001,14028
Colombia,COL,2002,15491
Colombia,COL,2003,12469
Colombia,COL,2004,12740
Colombia,COL,2005,12280
Colombia,COL,2006,11671
Colombia,COL,2007,11074
Colombia,COL,2008,29689
Colombia,COL,2009,18681
Colombia,COL,2010,15095
Colombia,COL,2011,21367
Colombia,COL,2012,34350
Colombia,COL,2013,30948
Colombia,COL,2014,30186
Colombia,COL,2015,28576
Colombia,COL,2016,30094
Colombia,COL,2017,29619
Colombia,COL,2018,29430
Colombia,COL,2019,29714
Colombia,COL,2020,29588
Croatia,HRV,1992,525189
Croatia,HRV,1993,537196
Croatia,HRV,1994,591819
Croatia,HRV,1995,690707
Croatia,HRV,1996,906246
Croatia,HRV,1997,931185
Croatia,HRV,1998,1233322
Croatia,HRV,1999,1113969
Croatia,HRV,2000,482211
Croatia,HRV,2001,964880
Croatia,HRV,2002,1183445
Croatia,HRV,2003,677569
Croatia,HRV,2004,1260444
Croatia,HRV,2005,1337750
Croatia,HRV,2006,1559737
Croatia,HRV,2007,1582606
Croatia,HRV,2008,1269536
Croatia,HRV,2009,1217041
Croatia,HRV,2010,1249151
Croatia,HRV,2011,1168015
Croatia,HRV,2012,919230
Croatia,HRV,2013,1050715
Croatia,HRV,2014,1392000
Croatia,HRV,2015,756509
Croatia,HRV,2016,1169622
Croatia,HRV,2017,1295459
Croatia,HRV,2018,776490
Croatia,HRV,2019,708580
Croatia,HRV,2020,774330
Cyprus,CYP,2018,0
Cyprus,CYP,2019,0
Cyprus,CYP,2020,0
Czechia,CZE,1993,4308285
Czechia,CZE,1994,3240124
Czechia,CZE,1995,3711602
Czechia,CZE,1996,4315566
Czechia,CZE,1997,3721980
Czechia,CZE,1998,3479426
Czechia,CZE,1999,2690948
Czechia,CZE,2000,2808839
Czechia,CZE,2001,3529005
Czechia,CZE,2002,3832466
Czechia,CZE,2003,3495148
Czechia,CZE,2004,3579278
Czechia,CZE,2005,3495611
Czechia,CZE,2006,3138326
Czechia,CZE,2007,2889871
Czechia,CZE,2008,2884645
Czechia,CZE,2009,3038220
Czechia,CZE,2010,3064986
Czechia,CZE,2011,3898887
Czechia,CZE,2012,3868829
Czechia,CZE,2013,3743772
Czechia,CZE,2014,4424619
Czechia,CZE,2015,3421035
Czechia,CZE,2016,4118356
Czechia,CZE,2017,4399521
Czechia,CZE,2018,3724310
Czechia,CZE,2019,3661420
Czechia,CZE,2020,3671230
Czechoslovakia,OWID_CZS,1961,7328895
Czechoslovakia,OWID_CZS,1962,6204287
Czechoslovakia,OWID_CZS,1963,8021488
Czechoslovakia,OWID_CZS,1964,7481033
Czechoslovakia,OWID_CZS,1965,5671027
Czechoslovakia,OWID_CZS,1966,7770660
Czechoslovakia,OWID_CZS,1967,7665353
Czechoslovakia,OWID_CZS,1968,8100891
Czechoslovakia,OWID_CZS,1969,5812749
Czechoslovakia,OWID_CZS,1970,6647939
Czechoslovakia,OWID_CZS,1971,5834694
Czechoslovakia,OWID_CZS,1972,6885878
Czechoslovakia,OWID_CZS,1973,6165749
Czechoslovakia,OWID_CZS,1974,8221158
Czechoslovakia,OWID_CZS,1975,7735754
Czechoslovakia,OWID_CZS,1976,5248461
Czechoslovakia,OWID_CZS,1977,8231936
Czechoslovakia,OWID_CZS,1978,7285283
Czechoslovakia,OWID_CZS,1979,7647116
Czechoslovakia,OWID_CZS,1980,7258273
Czechoslovakia,OWID_CZS,1981,6971641
Czechoslovakia,OWID_CZS,1982,8211720
Czechoslovakia,OWID_CZS,1983,6046610
Czechoslovakia,OWID_CZS,1984,7514642
Czechoslovakia,OWID_CZS,1985,7746937
Czechoslovakia,OWID_CZS,1986,7134958
Czechoslovakia,OWID_CZS,1987,6697716
Czechoslovakia,OWID_CZS,1988,5481665
Czechoslovakia,OWID_CZS,1989,6390092
Czechoslovakia,OWID_CZS,1990,5608655
Czechoslovakia,OWID_CZS,1991,5509611
Czechoslovakia,OWID_CZS,1992,5412612
Denmark,DNK,1961,1396985
Denmark,DNK,1962,1440000
Denmark,DNK,1963,2598000
Denmark,DNK,1964,3153506
Denmark,DNK,1965,1883000
Denmark,DNK,1966,2159000
Denmark,DNK,1967,2139000
Denmark,DNK,1968,2148000
Denmark,DNK,1969,2008000
Denmark,DNK,1970,1897000
Denmark,DNK,1971,1999000
Denmark,DNK,1972,2165753
Denmark,DNK,1973,2520613
Denmark,DNK,1974,2690604
Denmark,DNK,1975,3140171
Denmark,DNK,1976,3018583
Denmark,DNK,1977,3542811
Denmark,DNK,1978,3055717
Denmark,DNK,1979,3091776
Denmark,DNK,1980,3009903
Denmark,DNK,1981,3224881
Denmark,DNK,1982,3624099
Denmark,DNK,1983,2616342
Denmark,DNK,1984,3614123
Denmark,DNK,1985,3515246
Denmark,DNK,1986,3195154
Denmark,DNK,1987,2632017
Denmark,DNK,1988,3378908
Denmark,DNK,1989,3308522
Denmark,DNK,1990,3533000
Denmark,DNK,1991,3231080
Denmark,DNK,1992,2973949
Denmark,DNK,1993,3634752
Denmark,DNK,1994,3137954
Denmark,DNK,1995,3129647
Denmark,DNK,1996,3064000
Denmark,DNK,1997,3367000
Denmark,DNK,1998,3485659
Denmark,DNK,1999,3543178
Denmark,DNK,2000,3344780
Denmark,DNK,2001,3148826
Denmark,DNK,2002,3385000
Denmark,DNK,2003,2857300
Denmark,DNK,2004,2828600
Denmark,DNK,2005,2762600
Denmark,DNK,2006,2314200
Denmark,DNK,2007,2255300
Denmark,DNK,2008,2187213
Denmark,DNK,2009,1898200
Denmark,DNK,2010,2409000
Denmark,DNK,2011,2700400
Denmark,DNK,2012,2772000
Denmark,DNK,2013,2300000
Denmark,DNK,2014,2672200
Denmark,DNK,2015,1696500
Denmark,DNK,2016,2350400
Denmark,DNK,2017,2454600
Denmark,DNK,2018,2107600
Denmark,DNK,2019,2339900
Denmark,DNK,2020,2558600
Eastern Asia (FAO),,1961,1932700
Eastern Asia (FAO),,1962,1600000
Eastern Asia (FAO),,1963,1719400
Eastern Asia (FAO),,1964,2507000
Eastern Asia (FAO),,1965,3797000
Eastern Asia (FAO),,1966,4266000
Eastern Asia (FAO),,1967,4585000
Eastern Asia (FAO),,1968,4264700
Eastern Asia (FAO),,1969,4469300
Eastern Asia (FAO),,1970,4434800
Eastern Asia (FAO),,1971,4322100
Eastern Asia (FAO),,1972,5082400
Eastern Asia (FAO),,1973,5629500
Eastern Asia (FAO),,1974,4166500
Eastern Asia (FAO),,1975,4235400
Eastern Asia (FAO),,1976,5101000
Eastern Asia (FAO),,1977,4789000
Eastern Asia (FAO),,1978,5586000
Eastern Asia (FAO),,1979,6450000
Eastern Asia (FAO),,1980,9855000
Eastern Asia (FAO),,1981,9715000
Eastern Asia (FAO),,1982,10820000
Eastern Asia (FAO),,1983,12558600
Eastern Asia (FAO),,1984,12324000
Eastern Asia (FAO),,1985,12839612
Eastern Asia (FAO),,1986,12168000
Eastern Asia (FAO),,1987,11967000
Eastern Asia (FAO),,1988,16658880
Eastern Asia (FAO),,1989,12907202
Eastern Asia (FAO),,1990,18518084
Eastern Asia (FAO),,1991,20404184
Eastern Asia (FAO),,1992,18650100
Eastern Asia (FAO),,1993,15436200
Eastern Asia (FAO),,1994,16378600
Eastern Asia (FAO),,1995,17797000
Eastern Asia (FAO),,1996,18710500
Eastern Asia (FAO),,1997,18652900
Eastern Asia (FAO),,1998,18630100
Eastern Asia (FAO),,1999,12425600
Eastern Asia (FAO),,2000,11746500
Eastern Asia (FAO),,2001,14684600
Eastern Asia (FAO),,2002,16917900
Eastern Asia (FAO),,2003,10342700
Eastern Asia (FAO),,2004,10513100
Eastern Asia (FAO),,2005,12082100
Eastern Asia (FAO),,2006,11430500
Eastern Asia (FAO),,2007,13228200
Eastern Asia (FAO),,2008,14291800
Eastern Asia (FAO),,2009,10828000
Eastern Asia (FAO),,2010,12386200
Eastern Asia (FAO),,2011,14277800
Eastern Asia (FAO),,2012,15498400
Eastern Asia (FAO),,2013,12694800
Eastern Asia (FAO),,2014,11567400
Eastern Asia (FAO),,2015,9013000
Eastern Asia (FAO),,2016,11734000
Eastern Asia (FAO),,2017,13285100
Eastern Asia (FAO),,2018,14887600
Eastern Asia (FAO),,2019,16258900
Eastern Asia (FAO),,2020,15509764
Eastern Europe (FAO),,1961,76701247
Eastern Europe (FAO),,1962,69853142
Eastern Europe (FAO),,1963,69776521
Eastern Europe (FAO),,1964,110641211
Eastern Europe (FAO),,1965,98226756
Eastern Europe (FAO),,1966,105963704
Eastern Europe (FAO),,1967,119585904
Eastern Europe (FAO),,1968,126094317
Eastern Europe (FAO),,1969,97052027
Eastern Europe (FAO),,1970,105181715
Eastern Europe (FAO),,1971,98138003
Eastern Europe (FAO),,1972,108134873
Eastern Europe (FAO),,1973,115768281
Eastern Europe (FAO),,1974,109444138
Eastern Europe (FAO),,1975,100550270
Eastern Europe (FAO),,1976,133448068
Eastern Europe (FAO),,1977,128891046
Eastern Europe (FAO),,1978,128147897
Eastern Europe (FAO),,1979,110134601
Eastern Europe (FAO),,1980,109071697
Eastern Europe (FAO),,1981,95013255
Eastern Europe (FAO),,1982,108269678
Eastern Europe (FAO),,1983,113603324
Eastern Europe (FAO),,1984,121516962
Eastern Europe (FAO),,1985,115843802
Eastern Europe (FAO),,1986,110697060
Eastern Europe (FAO),,1987,121300891
Eastern Europe (FAO),,1988,117591019
Eastern Europe (FAO),,1989,131216223
Eastern Europe (FAO),,1990,113916690
Eastern Europe (FAO),,1991,94277970
Eastern Europe (FAO),,1992,80017135
Eastern Europe (FAO),,1993,87891692
Eastern Europe (FAO),,1994,66960496
Eastern Europe (FAO),,1995,77183657
Eastern Europe (FAO),,1996,73571020
Eastern Europe (FAO),,1997,62456008
Eastern Europe (FAO),,1998,54963712
Eastern Europe (FAO),,1999,52546618
Eastern Europe (FAO),,2000,49237541
Eastern Europe (FAO),,2001,52871465
Eastern Europe (FAO),,2002,54278537
Eastern Europe (FAO),,2003,54316564
Eastern Europe (FAO),,2004,64543994
Eastern Europe (FAO),,2005,62030744
Eastern Europe (FAO),,2006,77866620
Eastern Europe (FAO),,2007,68928187
Eastern Europe (FAO),,2008,60982572
Eastern Europe (FAO),,2009,55610013
Eastern Europe (FAO),,2010,56288067
Eastern Europe (FAO),,2011,89709200
Eastern Europe (FAO),,2012,87568800
Eastern Europe (FAO),,2013,73605271
Eastern Europe (FAO),,2014,77335904
Eastern Europe (FAO),,2015,69141392
Eastern Europe (FAO),,2016,91562286
Eastern Europe (FAO),,2017,96273996
Eastern Europe (FAO),,2018,82825764
Eastern Europe (FAO),,2019,90597334
Eastern Europe (FAO),,2020,68173944
Ecuador,ECU,1961,3003
Ecuador,ECU,1962,3024
Ecuador,ECU,1963,3296
Ecuador,ECU,1964,3164
Ecuador,ECU,1965,2720
Ecuador,ECU,1966,2654
Ecuador,ECU,1967,3073
Ecuador,ECU,1968,3053
Ecuador,ECU,1969,3142
Ecuador,ECU,1970,3109
Ecuador,ECU,1971,1661
Ecuador,ECU,1972,2176
Ecuador,ECU,1973,3012
Ecuador,ECU,1974,1879
Ecuador,ECU,1975,4153
Ecuador,ECU,1976,3665
Ecuador,ECU,1977,1271
Ecuador,ECU,1978,777
Ecuador,ECU,1979,943
Ecuador,ECU,1980,1361
Ecuador,ECU,1981,2106
Ecuador,ECU,1982,5388
Ecuador,ECU,1983,5182
Ecuador,ECU,1984,6831
Ecuador,ECU,1985,5724
Ecuador,ECU,1986,6193
Ecuador,ECU,1987,6293
Ecuador,ECU,1988,1924
Ecuador,ECU,1989,2445
Ecuador,ECU,1990,706
Ecuador,ECU,1991,1881
Ecuador,ECU,1992,1773
Ecuador,ECU,1993,2840
Ecuador,ECU,1994,1967
Ecuador,ECU,1995,2110
Ecuador,ECU,1996,2081
Ecuador,ECU,1997,3359
Ecuador,ECU,1998,1829
Ecuador,ECU,1999,2080
Ecuador,ECU,2000,2786
Ecuador,ECU,2001,2277
Ecuador,ECU,2002,4675
Ecuador,ECU,2003,4810
Ecuador,ECU,2004,3180
Ecuador,ECU,2005,3446
Ecuador,ECU,2006,3450
Ecuador,ECU,2007,3850
Ecuador,ECU,2008,3900
Ecuador,ECU,2009,3900
Ecuador,ECU,2010,4097
Ecuador,ECU,2011,4274
Ecuador,ECU,2012,4158
Ecuador,ECU,2013,4237
Ecuador,ECU,2014,4396
Ecuador,ECU,2015,4529
Ecuador,ECU,2016,4388
Ecuador,ECU,2017,4438
Ecuador,ECU,2018,4452
Ecuador,ECU,2019,4426
Ecuador,ECU,2020,4438
Egypt,EGY,1961,500
Egypt,EGY,1962,419
Egypt,EGY,1963,283
Egypt,EGY,1964,131
Egypt,EGY,1965,163
Egypt,EGY,1966,568
Egypt,EGY,1967,276
Egypt,EGY,1968,173
Egypt,EGY,1969,463
Egypt,EGY,1970,235
Egypt,EGY,1971,325
Egypt,EGY,1972,269
Egypt,EGY,1977,10
Egypt,EGY,1979,103000
Egypt,EGY,1980,105000
Egypt,EGY,1981,108000
Egypt,EGY,1982,198000
Egypt,EGY,1983,246000
Egypt,EGY,1984,537000
Egypt,EGY,1985,579000
Egypt,EGY,1986,607000
Egypt,EGY,1987,724000
Egypt,EGY,1988,725606
Egypt,EGY,1989,684732
Egypt,EGY,1990,574745
Egypt,EGY,1991,1106061
Egypt,EGY,1992,743933
Egypt,EGY,1993,794552
Egypt,EGY,1994,824506
Egypt,EGY,1995,919926
Egypt,EGY,1996,841537
Egypt,EGY,1997,1143020
Egypt,EGY,1998,1951241
Egypt,EGY,1999,2559650
Egypt,EGY,2000,2890360
Egypt,EGY,2001,2857730
Egypt,EGY,2002,3168311
Egypt,EGY,2003,2691515
Egypt,EGY,2004,2860547
Egypt,EGY,2005,3429535
Egypt,EGY,2006,3904970
Egypt,EGY,2007,5458210
Egypt,EGY,2008,5132589
Egypt,EGY,2009,5333513
Egypt,EGY,2010,7840304
Egypt,EGY,2011,7486101
Egypt,EGY,2012,9126058
Egypt,EGY,2013,10044266
Egypt,EGY,2014,11045639
Egypt,EGY,2015,11982946
Egypt,EGY,2016,11209160
Egypt,EGY,2017,10860921
Egypt,EGY,2018,10377371
Egypt,EGY,2019,12247170
Egypt,EGY,2020,13043612
Estonia,EST,1992,8528
Estonia,EST,1993,5000
Estonia,EST,1994,10600
Estonia,EST,1995,12700
Estonia,EST,1996,2375
Estonia,EST,1997,545
Estonia,EST,2018,0
Estonia,EST,2019,0
Estonia,EST,2020,0
Europe,,1961,133705586
Europe,,1962,122891756
Europe,,1963,132498378
Europe,,1964,180095784
Europe,,1965,164426963
Europe,,1966,176104736
Europe,,1967,195431866
Europe,,1968,204797790
Europe,,1969,171755409
Europe,,1970,180084537
Europe,,1971,178018256
Europe,,1972,189899908
Europe,,1973,203398258
Europe,,1974,191376763
Europe,,1975,197261991
Europe,,1976,237016758
Europe,,1977,236370881
Europe,,1978,230076385
Europe,,1979,212019631
Europe,,1980,215146412
Europe,,1981,224491660
Europe,,1982,230249033
Europe,,1983,212988184
Europe,,1984,234764554
Europe,,1985,224225862
Europe,,1986,221241834
Europe,,1987,230522036
Europe,,1988,224454310
Europe,,1989,248970519
Europe,,1990,232889869
Europe,,1991,203899744
Europe,,1992,197772851
Europe,,1993,204171406
Europe,,1994,173859370
Europe,,1995,187425882
Europe,,1996,187121317
Europe,,1997,182999377
Europe,,1998,170961771
Europe,,1999,175268710
Europe,,2000,170185385
Europe,,2001,160878092
Europe,,2002,179421901
Europe,,2003,161070217
Europe,,2004,180624336
Europe,,2005,181984000
Europe,,2006,175230195
Europe,,2007,171219023
Europe,,2008,153736336
Europe,,2009,159486970
Europe,,2010,150584904
Europe,,2011,201507866
Europe,,2012,188098757
Europe,,2013,169406683
Europe,,2014,191393828
Europe,,2015,158155276
Europe,,2016,188279178
Europe,,2017,219867250
Europe,,2018,184704239
Europe,,2019,194793550
Europe,,2020,157098827
Europe (FAO),,1961,136682586
Europe (FAO),,1962,124970756
Europe (FAO),,1963,134698378
Europe (FAO),,1964,183617784
Europe (FAO),,1965,167174963
Europe (FAO),,1966,178958736
Europe (FAO),,1967,199435866
Europe (FAO),,1968,209242790
Europe (FAO),,1969,176155409
Europe (FAO),,1970,184234537
Europe (FAO),,1971,183516256
Europe (FAO),,1972,194599908
Europe (FAO),,1973,208969258
Europe (FAO),,1974,196082763
Europe (FAO),,1975,202571991
Europe (FAO),,1976,242047758
Europe (FAO),,1977,241177881
Europe (FAO),,1978,235730385
Europe (FAO),,1979,218481631
Europe (FAO),,1980,221014412
Europe (FAO),,1981,232110660
Europe (FAO),,1982,238647033
Europe (FAO),,1983,218714184
Europe (FAO),,1984,241040554
Europe (FAO),,1985,230598862
Europe (FAO),,1986,227500834
Europe (FAO),,1987,236478036
Europe (FAO),,1988,230847310
Europe (FAO),,1989,255634519
Europe (FAO),,1990,239755869
Europe (FAO),,1991,209929744
Europe (FAO),,1992,203929851
Europe (FAO),,1993,210799406
Europe (FAO),,1994,179561370
Europe (FAO),,1995,193476882
Europe (FAO),,1996,193246317
Europe (FAO),,1997,189544077
Europe (FAO),,1998,176327971
Europe (FAO),,1999,182380731
Europe (FAO),,2000,170185385
Europe (FAO),,2001,160878092
Europe (FAO),,2002,179421901
Europe (FAO),,2003,161070217
Europe (FAO),,2004,180624336
Europe (FAO),,2005,181984000
Europe (FAO),,2006,175230195
Europe (FAO),,2007,171219023
Europe (FAO),,2008,153736336
Europe (FAO),,2009,159486970
Europe (FAO),,2010,150584904
Europe (FAO),,2011,201507866
Europe (FAO),,2012,188098757
Europe (FAO),,2013,169406683
Europe (FAO),,2014,191393828
Europe (FAO),,2015,158155276
Europe (FAO),,2016,188279178
Europe (FAO),,2017,219867250
Europe (FAO),,2018,184704239
Europe (FAO),,2019,194793550
Europe (FAO),,2020,157098827
European Union (27),,1961,67397973
European Union (27),,1962,61737293
European Union (27),,1963,72026118
European Union (27),,1964,81796014
European Union (27),,1965,76659251
European Union (27),,1966,83169493
European Union (27),,1967,89530721
European Union (27),,1968,91753605
European Union (27),,1969,84621157
European Union (27),,1970,84639030
European Union (27),,1971,88569757
European Union (27),,1972,96558657
European Union (27),,1973,98718944
European Union (27),,1974,95662533
European Union (27),,1975,113584824
European Union (27),,1976,120133756
European Union (27),,1977,122711037
European Union (27),,1978,116287394
European Union (27),,1979,113482974
European Union (27),,1980,113355031
European Union (27),,1981,141850619
European Union (27),,1982,133835105
European Union (27),,1983,110783566
European Union (27),,1984,124819990
European Union (27),,1985,119086667
European Union (27),,1986,120117331
European Union (27),,1987,118175438
European Union (27),,1988,117180001
European Union (27),,1989,129106750
European Union (27),,1990,129371093
European Union (27),,1991,116431819
European Union (27),,1992,120874556
European Union (27),,1993,129246150
European Union (27),,1994,117182301
European Union (27),,1995,124335772
European Union (27),,1996,130886148
European Union (27),,1997,133885557
European Union (27),,1998,128539831
European Union (27),,1999,129476078
European Union (27),,2000,128860366
European Union (27),,2001,116713854
European Union (27),,2002,133888587
European Union (27),,2003,113503238
European Union (27),,2004,124981910
European Union (27),,2005,127888918
European Union (27),,2006,105074174
European Union (27),,2007,109606439
European Union (27),,2008,94698238
European Union (27),,2009,107194729
European Union (27),,2010,98765103
European Union (27),,2011,116844366
European Union (27),,2012,107748079
European Union (27),,2013,100909898
European Union (27),,2014,121202039
European Union (27),,2015,95159902
European Union (27),,2016,108311347
European Union (27),,2017,134192679
European Union (27),,2018,111932690
European Union (27),,2019,113127650
European Union (27),,2020,100145450
European Union (27) (FAO),,1961,70374973
European Union (27) (FAO),,1962,63816293
European Union (27) (FAO),,1963,74226118
European Union (27) (FAO),,1964,85318014
European Union (27) (FAO),,1965,79407251
European Union (27) (FAO),,1966,86023493
European Union (27) (FAO),,1967,93534721
European Union (27) (FAO),,1968,96198605
European Union (27) (FAO),,1969,89021157
European Union (27) (FAO),,1970,88789030
European Union (27) (FAO),,1971,94067757
European Union (27) (FAO),,1972,101258657
European Union (27) (FAO),,1973,104289944
European Union (27) (FAO),,1974,100368533
European Union (27) (FAO),,1975,118894824
European Union (27) (FAO),,1976,125164756
European Union (27) (FAO),,1977,127518037
European Union (27) (FAO),,1978,121941394
European Union (27) (FAO),,1979,119944974
European Union (27) (FAO),,1980,119223031
European Union (27) (FAO),,1981,149469619
European Union (27) (FAO),,1982,142233105
European Union (27) (FAO),,1983,116509566
European Union (27) (FAO),,1984,131095990
European Union (27) (FAO),,1985,125459667
European Union (27) (FAO),,1986,126376331
European Union (27) (FAO),,1987,124131438
European Union (27) (FAO),,1988,123573001
European Union (27) (FAO),,1989,135770750
European Union (27) (FAO),,1990,136237093
European Union (27) (FAO),,1991,122461819
European Union (27) (FAO),,1992,127031556
European Union (27) (FAO),,1993,135874150
European Union (27) (FAO),,1994,122884301
European Union (27) (FAO),,1995,130386772
European Union (27) (FAO),,1996,137011148
European Union (27) (FAO),,1997,140430257
European Union (27) (FAO),,1998,133906031
European Union (27) (FAO),,1999,136588099
European Union (27) (FAO),,2000,128860366
European Union (27) (FAO),,2001,116713854
European Union (27) (FAO),,2002,133888587
European Union (27) (FAO),,2003,113503238
European Union (27) (FAO),,2004,124981910
European Union (27) (FAO),,2005,127888918
European Union (27) (FAO),,2006,105074174
European Union (27) (FAO),,2007,109606439
European Union (27) (FAO),,2008,94698238
European Union (27) (FAO),,2009,107194729
European Union (27) (FAO),,2010,98765103
European Union (27) (FAO),,2011,116844366
European Union (27) (FAO),,2012,107748079
European Union (27) (FAO),,2013,100909898
European Union (27) (FAO),,2014,121202039
European Union (27) (FAO),,2015,95159902
European Union (27) (FAO),,2016,108311347
European Union (27) (FAO),,2017,134192679
European Union (27) (FAO),,2018,111932690
European Union (27) (FAO),,2019,113127650
European Union (27) (FAO),,2020,100145450
Finland,FIN,1961,456120
Finland,FIN,1962,366669
Finland,FIN,1963,455233
Finland,FIN,1964,430948
Finland,FIN,1965,407500
Finland,FIN,1966,457200
Finland,FIN,1967,432300
Finland,FIN,1968,386200
Finland,FIN,1969,337100
Finland,FIN,1970,430600
Finland,FIN,1971,463500
Finland,FIN,1972,662000
Finland,FIN,1973,607000
Finland,FIN,1974,629100
Finland,FIN,1975,629500
Finland,FIN,1976,588000
Finland,FIN,1977,555200
Finland,FIN,1978,722100
Finland,FIN,1979,700000
Finland,FIN,1980,900200
Finland,FIN,1981,680500
Finland,FIN,1982,756100
Finland,FIN,1983,955000
Finland,FIN,1984,823400
Finland,FIN,1985,739400
Finland,FIN,1986,843000
Finland,FIN,1987,466200
Finland,FIN,1988,1004600
Finland,FIN,1989,989800
Finland,FIN,1990,1125000
Finland,FIN,1991,1042800
Finland,FIN,1992,1049000
Finland,FIN,1993,996000
Finland,FIN,1994,1096900
Finland,FIN,1995,1110000
Finland,FIN,1996,896600
Finland,FIN,1997,1360000
Finland,FIN,1998,892000
Finland,FIN,1999,1172100
Finland,FIN,2000,1046000
Finland,FIN,2001,1105200
Finland,FIN,2002,1066300
Finland,FIN,2003,892300
Finland,FIN,2004,1063500
Finland,FIN,2005,1181300
Finland,FIN,2006,952000
Finland,FIN,2007,673100
Finland,FIN,2008,468000
Finland,FIN,2009,559000
Finland,FIN,2010,542100
Finland,FIN,2011,675700
Finland,FIN,2012,398700
Finland,FIN,2013,480400
Finland,FIN,2014,626300
Finland,FIN,2015,406500
Finland,FIN,2016,433600
Finland,FIN,2017,430300
Finland,FIN,2018,355400
Finland,FIN,2019,501400
Finland,FIN,2020,421500
